text,start,end,confidence,line_number,line_position,audible_duration,pregap
good,3064.93,3065.21,0.911,852,3,0.28,0.0
right,3066.81,3067.21,0.619,853,0,0.4,3066.81
and,3068.18,3068.31,0.351,854,0,0.13,3068.18
why,3068.31,3068.46,0.457,854,1,0.15,0.0
the,3068.46,3068.55,0.253,854,2,0.09,0.0
****,3068.55,3068.85,0.253,854,3,0.3,0.0
do,3068.85,3069.02,0.909,854,4,0.17,0.0
this,3069.02,3069.38,0.309,854,5,0.36,0.0
compare,3070.18,3070.82,0.145,855,0,0.64,3070.18
old,3071.27,3071.66,0.293,855,1,0.39,0.45
maleness,3071.66,3072.12,0.458,855,2,0.46,0.0
when,3072.12,3072.3,0.3,855,3,0.18,0.0
so,3085.77,3085.97,1.0,857,0,0.2,3085.77
your,3085.97,3086.12,0.907,857,1,0.15,0.0
police,3086.12,3086.47,0.996,857,2,0.35,0.0
after,3086.47,3086.77,0.736,857,3,0.3,0.0
all,3086.77,3087.08,0.726,857,4,0.31,0.0
you,3089.73,3089.83,0.966,859,0,0.1,3089.73
know,3089.83,3089.98,1.0,859,1,0.15,0.0
what,3089.98,3090.17,0.974,859,2,0.19,0.0
you,3090.17,3090.26,0.65,859,3,0.09,0.0
do,3090.26,3090.44,0.717,859,4,0.18,0.0
and,3090.44,3090.57,0.303,859,5,0.13,0.0
what,3090.57,3090.7,0.252,859,6,0.13,0.0
you,3090.7,3090.79,0.631,859,7,0.09,0.0
have,3090.79,3090.93,0.713,859,8,0.14,0.0
been,3090.93,3091.07,0.98,859,9,0.14,0.0
doing,3091.07,3091.35,0.991,859,10,0.28,0.0
it,3091.35,3091.47,0.536,859,11,0.12,0.0
how,3092.74,3092.83,0.996,860,0,0.09,3092.74
long,3092.83,3092.99,0.996,860,1,0.16,0.0
you,3092.99,3093.08,0.73,860,2,0.09,0.0
been,3093.08,3093.2,0.962,860,3,0.12,0.0
in,3093.2,3093.29,0.871,860,4,0.09,0.0
the,3093.29,3093.36,1.0,860,5,0.07,0.0
pawn,3093.36,3093.61,0.793,860,6,0.25,0.0
shop,3093.61,3093.86,0.775,860,7,0.25,0.0
unit,3093.86,3094.12,0.747,860,8,0.26,0.0
their,3094.33,3094.49,0.709,860,9,0.16,0.21
team,3094.49,3094.75,0.257,860,10,0.26,0.0
is,3094.75,3095.06,0.602,860,11,0.31,0.0
four,3095.12,3095.37,0.91,860,12,0.25,0.06
months,3095.37,3095.86,0.905,860,13,0.49,0.0
thirteen,3095.94,3096.32,1.0,860,14,0.38,0.08
years,3096.32,3096.68,0.785,860,15,0.36,0.0
and,3096.74,3096.91,1.0,860,16,0.17,0.06
four,3096.91,3097.23,1.0,860,17,0.32,0.0
months,3097.23,3097.8,0.991,860,18,0.57,0.0
could,3098.33,3098.58,0.449,861,0,0.25,3098.33
I,3098.58,3098.62,0.4,861,1,0.04,0.0
ask,3098.62,3098.92,0.993,861,2,0.3,0.0
you,3098.92,3099.04,0.717,861,3,0.12,0.0
what,3100.28,3100.38,0.813,862,0,0.1,3100.28
exactly,3100.38,3100.8,1.0,862,1,0.42,0.0
does,3100.8,3100.94,0.997,862,2,0.14,0.0
a,3100.94,3101.01,0.923,862,3,0.07,0.0
police,3101.01,3101.33,0.997,862,4,0.32,0.0
officer,3101.33,3101.68,0.759,862,5,0.35,0.0
assigned,3101.68,3101.96,0.43,862,6,0.28,0.0
to,3101.96,3102.03,0.7,862,7,0.07,0.0
a,3102.03,3102.08,0.48,862,8,0.05,0.0
pawnshop,3102.08,3102.6,0.517,862,9,0.52,0.0
unit,3102.6,3102.88,0.914,862,10,0.28,0.0
do,3102.88,3103.15,0.987,862,11,0.27,0.0
you,3103.43,3103.63,1.0,862,12,0.2,0.28
intake,3103.63,3103.95,0.604,862,13,0.32,0.0
reports,3103.95,3104.34,1.0,862,14,0.39,0.0
from,3104.34,3104.48,1.0,862,15,0.14,0.0
rich,3104.48,3104.74,0.945,862,16,0.26,0.0
to,3104.74,3104.84,1.0,862,17,0.1,0.0
poor,3104.84,3105.13,1.0,862,18,0.29,0.0
shops,3105.13,3105.51,0.521,862,19,0.38,0.0
and,3105.51,3105.62,0.764,862,20,0.11,0.0
all,3105.62,3105.81,1.0,862,21,0.19,0.0
items,3105.81,3106.15,0.999,862,22,0.34,0.0
valued,3106.15,3106.48,0.972,862,23,0.33,0.0
over,3106.48,3106.61,0.663,862,24,0.13,0.0
fifty,3106.7,3106.97,1.0,862,25,0.27,0.09
dollars,3106.97,3107.48,1.0,862,26,0.51,0.0
then,3107.74,3108.04,0.778,862,27,0.3,0.26
you,3108.04,3108.16,0.891,862,28,0.12,0.0
make,3108.16,3108.41,1.0,862,29,0.25,0.0
an,3108.41,3108.5,0.967,862,30,0.09,0.0
index,3108.5,3108.93,1.0,862,31,0.43,0.0
card,3108.93,3109.15,0.814,862,32,0.22,0.0
for,3109.15,3109.29,1.0,862,33,0.14,0.0
that,3109.29,3109.5,1.0,862,34,0.21,0.0
item,3109.5,3109.86,0.994,862,35,0.36,0.0
then,3110.04,3110.24,0.534,862,36,0.2,0.18
you,3110.24,3110.34,0.606,862,37,0.1,0.0
follow,3110.34,3110.75,0.377,862,38,0.41,0.0
that,3110.75,3110.92,0.921,862,39,0.17,0.0
index,3110.92,3111.28,1.0,862,40,0.36,0.0
card,3111.28,3111.63,0.23,862,41,0.35,0.0
it's,3112.27,3112.44,0.253,863,0,0.17,3112.27
almost,3112.44,3112.81,0.218,863,1,0.37,0.0
the,3112.81,3112.88,0.537,863,2,0.07,0.0
front,3112.88,3113.17,0.407,863,3,0.29,0.0
of,3113.17,3113.45,0.672,863,4,0.28,0.0
the,3113.45,3113.53,0.87,863,5,0.08,0.0
stone,3113.53,3113.85,0.16,863,6,0.32,0.0
has,3113.85,3113.99,0.545,863,7,0.14,0.0
been,3113.99,3114.13,0.986,863,8,0.14,0.0
pawn,3114.13,3114.48,0.139,863,9,0.35,0.0
we,3114.48,3114.6,0.678,863,10,0.12,0.0
look,3114.6,3114.76,0.811,863,11,0.16,0.0
to,3114.76,3114.85,0.985,863,12,0.09,0.0
see,3114.85,3115.0,1.0,863,13,0.15,0.0
if,3115.0,3115.11,1.0,863,14,0.11,0.0
we,3115.11,3115.21,1.0,863,15,0.1,0.0
have,3115.21,3115.38,1.0,863,16,0.17,0.0
an,3115.38,3115.45,0.986,863,17,0.07,0.0
index,3115.45,3115.85,1.0,863,18,0.4,0.0
card,3115.85,3116.12,0.929,863,19,0.27,0.0
if,3116.12,3116.22,0.227,863,20,0.1,0.0
we,3116.22,3116.31,0.201,863,21,0.09,0.0
do,3116.31,3116.48,0.609,863,22,0.17,0.0
we,3116.48,3116.72,0.468,863,23,0.24,0.0
do,3116.72,3116.98,0.941,863,24,0.26,0.0
if,3116.98,3117.12,1.0,863,25,0.14,0.0
we,3117.12,3117.22,1.0,863,26,0.1,0.0
don't,3117.22,3117.48,1.0,863,27,0.26,0.0
we,3117.48,3117.59,1.0,863,28,0.11,0.0
don't,3117.59,3117.93,1.0,863,29,0.34,0.0
Egypt,3117.96,3118.27,0.1,863,30,0.31,0.03
after,3118.27,3118.5,0.396,863,31,0.23,0.0
thirteen,3118.5,3118.91,0.991,863,32,0.41,0.0
years,3118.91,3119.16,0.979,863,33,0.25,0.0
and,3119.16,3119.34,0.993,863,34,0.18,0.0
four,3119.34,3119.67,1.0,863,35,0.33,0.0
months,3119.67,3120.24,0.996,863,36,0.57,0.0
why,3120.33,3120.48,0.203,863,37,0.15,0.09
do,3120.48,3120.57,0.244,863,38,0.09,0.0
you,3120.57,3120.63,0.646,863,39,0.06,0.0
ask,3120.63,3120.85,0.544,863,40,0.22,0.0
out,3120.85,3120.95,0.26,863,41,0.1,0.0
of,3120.95,3121.03,1.0,863,42,0.08,0.0
homicide,3121.03,3121.53,0.745,863,43,0.5,0.0
know,3121.71,3121.98,0.718,863,44,0.27,0.18
ask,3121.98,3122.26,0.748,863,45,0.28,0.0
about,3122.26,3122.55,0.814,863,46,0.29,0.0
it,3122.55,3122.67,0.714,863,47,0.12,0.0
got,3122.97,3123.14,0.47,863,48,0.17,0.3
booed,3123.14,3123.39,0.212,863,49,0.25,0.0
what,3124.47,3124.64,0.187,863,50,0.17,1.08
you,3124.64,3124.71,0.978,863,51,0.07,0.0
do,3124.71,3124.82,0.955,863,52,0.11,0.0
to,3124.82,3124.91,0.768,863,53,0.09,0.0
piss,3124.91,3125.12,0.92,863,54,0.21,0.0
him,3125.12,3125.28,0.338,863,55,0.16,0.0
off,3125.28,3125.53,0.76,863,56,0.25,0.0
police,3125.89,3126.22,0.72,863,57,0.33,0.36
work,3126.22,3126.64,0.991,863,58,0.42,0.0
I,3129.12,3129.2,0.936,864,0,0.08,3129.12
think,3129.2,3129.37,0.926,864,1,0.17,0.0
I,3129.37,3129.42,0.292,864,2,0.05,0.0
need,3129.42,3129.57,0.303,864,3,0.15,0.0
to,3129.57,3129.63,0.774,864,4,0.06,0.0
buy,3129.63,3129.82,0.992,864,5,0.19,0.0
you,3129.82,3129.94,0.954,864,6,0.12,0.0
a,3129.94,3130.01,0.918,864,7,0.07,0.0
drink,3130.01,3130.43,0.899,864,8,0.42,0.0
just,3132.37,3132.63,0.999,865,0,0.26,3132.37
one,3132.63,3132.86,0.917,865,1,0.23,0.0
got,3134.97,3135.17,0.373,866,0,0.2,3134.97
this,3135.17,3135.36,0.968,866,1,0.19,0.0
case,3135.36,3135.68,0.986,866,2,0.32,0.0
in,3135.68,3135.75,0.609,866,3,0.07,0.0
a,3135.75,3135.8,0.435,866,4,0.05,0.0
broken,3135.8,3136.14,0.524,866,5,0.34,0.0
home,3136.14,3136.55,0.773,866,6,0.41,0.0
Sunday,3136.65,3137.18,0.289,866,7,0.53,0.1
the,3137.18,3137.3,0.193,866,8,0.12,0.0
seventh,3137.3,3137.74,0.21,866,9,0.44,0.0
you,3138.79,3139.43,0.51,867,0,0.64,3138.79
know,3139.46,3139.73,0.459,867,1,0.27,0.03
stepped,3140.88,3141.39,0.235,868,0,0.51,3140.88
up,3141.39,3141.61,0.968,868,1,0.22,0.0
like,3141.69,3141.95,0.446,868,2,0.26,0.08
down,3141.95,3142.21,0.659,868,3,0.26,0.0
in,3142.21,3142.29,0.553,868,4,0.08,0.0
bed,3142.29,3142.69,0.767,868,5,0.4,0.0
force,3142.9,3143.33,0.423,868,6,0.43,0.21
window,3143.36,3143.68,0.274,868,7,0.32,0.03
and,3143.87,3144.14,0.314,868,8,0.27,0.19
worked,3145.74,3145.98,0.162,869,0,0.24,3145.74
for,3145.98,3146.1,0.792,869,1,0.12,0.0
a,3146.1,3146.14,0.841,869,2,0.04,0.0
couple,3146.14,3146.53,0.936,869,3,0.39,0.0
weeks,3146.53,3146.88,0.968,869,4,0.35,0.0
opening,3146.91,3147.3,0.25,869,5,0.39,0.03
two,3147.37,3147.51,1.0,869,6,0.14,0.07
schools,3147.51,3147.88,0.33,869,7,0.37,0.0
of,3147.88,3147.99,0.525,869,8,0.11,0.0
thinkers,3147.99,3148.47,0.342,869,9,0.48,0.0
well,3149.97,3150.18,0.923,870,0,0.21,3149.97
number,3150.18,3150.38,0.645,870,1,0.2,0.0
one,3150.38,3150.6,0.966,870,2,0.22,0.0
gives,3150.6,3150.82,0.784,870,3,0.22,0.0
it,3150.82,3150.91,0.428,870,4,0.09,0.0
up,3150.91,3151.05,0.732,870,5,0.14,0.0
transferred,3151.08,3151.45,0.221,870,6,0.37,0.03
all,3151.45,3151.86,1.0,870,7,0.41,0.0
the,3151.86,3151.95,0.98,870,8,0.09,0.0
way,3151.95,3152.12,0.553,870,9,0.17,0.0
to,3152.12,3152.2,0.064,870,10,0.08,0.0
school,3152.27,3152.61,0.154,870,11,0.34,0.07
number,3152.61,3152.84,0.387,870,12,0.23,0.0
two,3152.84,3153.16,0.985,870,13,0.32,0.0
back,3154.37,3154.59,0.495,871,0,0.22,3154.37
up,3154.59,3154.7,0.46,871,1,0.11,0.0
the,3154.7,3154.78,0.772,871,2,0.08,0.0
statements,3154.78,3155.31,0.746,871,3,0.53,0.0
printed,3155.85,3156.19,0.842,872,0,0.34,3155.85
on,3156.19,3156.33,1.0,872,1,0.14,0.0
the,3156.33,3156.41,1.0,872,2,0.08,0.0
rear,3156.41,3156.65,1.0,872,3,0.24,0.0
window,3156.65,3156.97,0.954,872,4,0.32,0.0
number,3157.02,3157.3,0.968,872,5,0.28,0.05
two,3157.3,3157.54,0.966,872,6,0.24,0.0
or,3157.54,3157.6,0.072,872,7,0.06,0.0
number,3157.6,3157.9,0.102,872,8,0.3,0.0
one,3157.9,3158.08,0.295,872,9,0.18,0.0
number,3158.11,3158.38,0.846,872,10,0.27,0.03
one,3158.38,3158.61,0.993,872,11,0.23,0.0
on,3158.61,3158.71,0.624,872,12,0.1,0.0
the,3158.71,3158.78,1.0,872,13,0.07,0.0
medicines,3158.78,3159.26,0.554,872,14,0.48,0.0
it's,3160.12,3160.21,0.74,873,0,0.09,3160.12
down,3160.21,3160.58,0.972,873,1,0.37,0.0
room,3161.29,3161.7,0.177,874,0,0.41,3161.29
even,3163.28,3163.54,0.956,875,0,0.26,3163.28
that,3163.54,3163.76,0.426,875,1,0.22,0.0
is,3163.76,3163.89,0.762,875,2,0.13,0.0
was,3163.89,3164.07,0.45,875,3,0.18,0.0
will,3164.07,3164.28,0.705,875,4,0.21,0.0
number,3164.28,3164.52,1.0,875,5,0.24,0.0
one,3164.52,3164.79,0.986,875,6,0.27,0.0
drives,3164.79,3165.08,0.247,875,7,0.29,0.0
about,3165.08,3165.32,0.854,875,8,0.24,0.0
house,3165.32,3165.57,1.0,875,9,0.25,0.0
would,3165.57,3165.7,0.091,875,10,0.13,0.0
eventually,3165.7,3166.34,0.029,875,11,0.64,0.0
be,3166.34,3166.43,0.161,875,12,0.09,0.0
shipped,3166.43,3166.83,0.05,875,13,0.4,0.0
clock,3167.5,3167.84,0.922,876,0,0.34,3167.5
radio,3167.84,3168.38,0.966,876,1,0.54,0.0
TV,3168.53,3169.09,0.768,876,2,0.56,0.15
toaster,3169.12,3169.56,0.217,876,3,0.44,0.03
so,3170.76,3170.93,0.997,877,0,0.17,3170.76
what's,3170.93,3171.09,0.711,877,1,0.16,0.0
the,3171.09,3171.17,1.0,877,2,0.08,0.0
problem,3171.17,3171.49,0.995,877,3,0.32,0.0
the,3172.67,3172.77,1.0,878,0,0.1,3172.67
problem,3172.77,3173.11,0.943,878,1,0.34,0.0
is,3173.11,3173.22,0.695,878,2,0.11,0.0
the,3173.22,3173.31,0.991,878,3,0.09,0.0
fence,3173.31,3173.94,0.307,878,4,0.63,0.0
turned,3174.95,3175.18,0.376,879,0,0.23,3174.95
out,3175.18,3175.28,0.825,879,1,0.1,0.0
he,3175.28,3175.37,1.0,879,2,0.09,0.0
was,3175.37,3175.57,0.988,879,3,0.2,0.0
a,3175.57,3175.64,0.763,879,4,0.07,0.0
someone,3175.64,3176.08,0.581,879,5,0.44,0.0
with,3176.08,3176.27,0.264,879,6,0.19,0.0
big,3176.27,3176.52,0.322,879,7,0.25,0.0
editors,3176.52,3176.93,0.263,879,8,0.41,0.0
over,3176.93,3177.11,1.0,879,9,0.18,0.0
the,3177.11,3177.2,1.0,879,10,0.09,0.0
news,3177.2,3177.49,0.976,879,11,0.29,0.0
in,3177.49,3177.57,0.316,879,12,0.08,0.0
America,3177.57,3178.01,0.532,879,13,0.44,0.0
this,3178.92,3179.1,1.0,880,0,0.18,3178.92
man,3179.1,3179.34,0.838,880,1,0.24,0.0
is,3179.34,3179.44,0.445,880,2,0.1,0.0
one,3179.44,3179.61,0.366,880,3,0.17,0.0
the,3179.61,3179.71,0.985,880,4,0.1,0.0
afternoon,3179.71,3180.13,0.559,880,5,0.42,0.0
newspaper,3180.13,3180.78,0.66,880,6,0.65,0.0
and,3180.84,3181.03,0.951,880,7,0.19,0.06
his,3181.03,3181.26,1.0,880,8,0.23,0.0
son,3181.26,3181.71,0.941,880,9,0.45,0.0
is,3181.71,3181.81,0.599,880,10,0.1,0.0
getting,3181.81,3182.05,0.235,880,11,0.24,0.0
all,3182.05,3182.23,1.0,880,12,0.18,0.0
****,3182.23,3182.68,1.0,880,13,0.45,0.0
up,3182.68,3182.87,0.969,880,14,0.19,0.0
doing,3182.93,3183.19,0.781,880,15,0.26,0.06
the,3183.19,3183.28,0.85,880,16,0.09,0.0
dirty,3183.28,3183.59,0.373,880,17,0.31,0.0
gin,3183.59,3183.8,0.182,880,18,0.21,0.0
hideout,3183.8,3184.3,0.102,880,19,0.5,0.0
a,3184.3,3184.34,0.995,880,20,0.04,0.0
locus,3184.34,3184.73,0.294,880,21,0.39,0.0
online,3184.77,3185.08,0.138,880,22,0.31,0.04
the,3186.1,3186.16,0.587,881,0,0.06,3186.1
deputy,3186.16,3186.65,0.848,881,1,0.49,0.0
who,3186.65,3186.83,0.659,881,2,0.18,0.0
I,3186.83,3186.92,1.0,881,3,0.09,0.0
guess,3186.92,3187.17,1.0,881,4,0.25,0.0
is,3187.17,3187.31,0.971,881,5,0.14,0.0
enough,3187.31,3187.56,0.379,881,6,0.25,0.0
for,3187.56,3187.73,0.299,881,7,0.17,0.0
even,3187.73,3188.06,0.185,881,8,0.33,0.0
going,3188.06,3188.39,0.349,881,9,0.33,0.0
moon,3188.39,3188.87,0.284,881,10,0.48,0.0
sends,3188.92,3189.28,0.477,881,11,0.36,0.05
word,3189.28,3189.51,0.337,881,12,0.23,0.0
down,3189.51,3189.7,0.731,881,13,0.19,0.0
to,3189.7,3189.8,1.0,881,14,0.1,0.0
the,3189.8,3189.87,1.0,881,15,0.07,0.0
major,3189.87,3190.22,0.634,881,16,0.35,0.0
I'm,3190.27,3190.49,0.821,881,17,0.22,0.05
suppose,3190.49,3190.91,0.67,881,18,0.42,0.0
to,3190.91,3190.98,0.807,881,19,0.07,0.0
make,3190.98,3191.23,0.985,881,20,0.25,0.0
the,3191.23,3191.29,0.375,881,21,0.06,0.0
case,3191.29,3191.74,0.828,881,22,0.45,0.0
without,3192.04,3192.41,0.863,882,0,0.37,3192.04
a,3193.03,3193.06,0.038,882,1,0.03,0.62
pass,3193.06,3193.5,0.204,882,2,0.44,0.0
just,3194.99,3195.22,1.0,883,0,0.23,3194.99
the,3195.22,3195.29,0.523,883,1,0.07,0.0
print,3195.29,3195.58,0.563,883,2,0.29,0.0
ads,3195.58,3195.86,0.327,883,3,0.28,0.0
and,3195.9,3196.09,0.544,883,4,0.19,0.04
statement,3196.09,3196.5,0.327,883,5,0.41,0.0
play,3196.85,3197.06,0.492,883,6,0.21,0.35
like,3197.06,3197.31,0.899,883,7,0.25,0.0
that,3197.31,3197.55,0.794,883,8,0.24,0.0
so,3197.83,3198.02,0.824,883,9,0.19,0.28
is,3198.02,3198.15,0.544,883,10,0.13,0.0
doing,3198.15,3198.34,1.0,883,11,0.19,0.0
this,3198.34,3198.48,1.0,883,12,0.14,0.0
for,3198.48,3198.56,0.804,883,13,0.08,0.0
awhile,3198.56,3198.83,0.166,883,14,0.27,0.0
have,3198.9,3199.07,0.583,883,15,0.17,0.07
some,3199.07,3199.31,0.792,883,16,0.24,0.0
newspaper,3199.31,3199.89,0.988,883,17,0.58,0.0
got,3199.89,3200.13,0.315,883,18,0.24,0.0
his,3200.13,3200.24,0.245,883,19,0.11,0.0
pocket,3200.24,3200.62,0.711,883,20,0.38,0.0
I,3201.26,3201.41,1.0,884,0,0.15,3201.26
guess,3201.41,3201.73,1.0,884,1,0.32,0.0
so,3201.73,3202.06,0.848,884,2,0.33,0.0
this,3205.24,3205.37,0.476,886,0,0.13,3205.24
parental,3205.37,3205.85,0.42,886,1,0.48,0.0
naw,3206.85,3207.21,0.113,887,0,0.36,3206.85
naw,3207.21,3207.48,0.108,887,1,0.27,0.0
Mueller,3207.48,3207.93,0.894,887,2,0.45,0.0
deputy,3208.06,3208.65,0.079,887,3,0.59,0.13
for,3208.65,3208.95,0.502,887,4,0.3,0.0
Perot,3208.95,3209.42,0.274,887,5,0.47,0.0
what,3211.07,3211.26,0.822,888,0,0.19,3211.07
did,3211.26,3211.38,0.295,888,1,0.12,0.0
you,3211.38,3211.49,0.853,888,2,0.11,0.0
do,3211.49,3211.71,0.812,888,3,0.22,0.0
I,3213.72,3213.79,0.717,890,0,0.07,3213.72
think,3213.79,3214.01,0.919,890,1,0.22,0.0
I,3214.01,3214.08,0.538,890,2,0.07,0.0
did,3214.08,3214.43,0.393,890,3,0.35,0.0
applause,3215.49,3215.94,0.067,891,0,0.45,3215.49
and,3215.94,3216.1,0.579,891,1,0.16,0.0
receive,3216.1,3216.53,0.439,891,2,0.43,0.0
then,3216.75,3217.05,0.837,891,3,0.3,0.22
head,3217.05,3217.37,0.235,891,4,0.32,0.0
is,3217.37,3217.51,0.678,891,5,0.14,0.0
asked,3217.51,3217.87,0.376,891,6,0.36,0.0
testified,3217.87,3218.54,0.589,891,7,0.67,0.0
it,3219.3,3219.39,0.14,892,0,0.09,3219.3
could,3219.39,3219.58,0.527,892,1,0.19,0.0
make,3219.58,3219.75,0.471,892,2,0.17,0.0
the,3219.75,3219.82,0.682,892,3,0.07,0.0
case,3219.82,3220.1,1.0,892,4,0.28,0.0
without,3220.1,3220.42,1.0,892,5,0.32,0.0
and,3220.42,3220.56,0.156,892,6,0.14,0.0
just,3220.78,3221.0,0.631,892,7,0.22,0.22
on,3221.0,3221.13,0.624,892,8,0.13,0.0
the,3221.13,3221.2,0.988,892,9,0.07,0.0
prince,3221.2,3221.57,0.756,892,10,0.37,0.0
in,3221.57,3221.65,0.701,892,11,0.08,0.0
the,3221.65,3221.74,0.541,892,12,0.09,0.0
statement,3221.74,3222.3,0.428,892,13,0.56,0.0
problem,3222.98,3223.43,0.561,893,0,0.45,3222.98
why,3227.02,3227.18,1.0,895,0,0.16,3227.02
didn't,3227.18,3227.42,0.976,895,1,0.24,0.0
she,3227.42,3227.55,0.43,895,2,0.13,0.0
why,3229.05,3229.44,0.484,896,0,0.39,3229.05
one,3232.67,3232.94,0.108,897,0,0.27,3232.67
of,3232.94,3233.03,0.108,897,1,0.09,0.0
you,3233.03,3233.14,0.995,897,2,0.11,0.0
****,3233.14,3233.65,0.387,897,3,0.51,0.0
yourself,3233.69,3234.12,0.759,897,4,0.43,0.04
Jason,3234.12,3234.58,0.463,897,5,0.46,0.0
Avon,3234.61,3235.12,0.512,897,6,0.51,0.03
Barksdale,3235.12,3235.68,0.08,897,7,0.56,0.0
we,3239.78,3240.02,1.0,898,0,0.24,3239.78
get,3240.02,3240.25,0.817,898,1,0.23,0.0
the,3240.25,3240.34,1.0,898,2,0.09,0.0
drugs,3240.34,3241.12,0.215,898,3,0.78,0.0
major,3241.75,3242.04,0.997,898,4,0.29,0.63
comes,3242.04,3242.33,0.988,898,5,0.29,0.0
to,3242.33,3242.39,0.183,898,6,0.06,0.0
me,3242.39,3242.65,0.299,898,7,0.26,0.0
asked,3242.68,3242.95,0.471,898,8,0.27,0.03
me,3242.95,3243.03,0.784,898,9,0.08,0.0
where,3243.03,3243.28,0.992,898,10,0.25,0.0
I,3243.28,3243.39,1.0,898,11,0.11,0.0
want,3243.39,3243.67,0.761,898,12,0.28,0.0
to,3243.67,3243.74,0.745,898,13,0.07,0.0
go,3243.74,3244.0,0.697,898,14,0.26,0.0
until,3245.42,3245.8,0.331,900,0,0.38,3245.42
now,3245.8,3245.96,0.114,900,1,0.16,0.0
I,3245.96,3246.0,0.164,900,2,0.04,0.0
don't,3246.0,3246.19,0.729,900,3,0.19,0.0
care,3246.19,3246.5,0.314,900,4,0.31,0.0
I,3246.65,3246.78,0.802,900,5,0.13,0.15
like,3246.78,3246.95,0.802,900,6,0.17,0.0
to,3246.95,3247.03,1.0,900,7,0.08,0.0
be,3247.03,3247.12,1.0,900,8,0.09,0.0
outside,3247.12,3247.69,1.0,900,9,0.57,0.0
you,3247.69,3247.78,1.0,900,10,0.09,0.0
know,3247.78,3248.1,0.966,900,11,0.32,0.0
give,3248.82,3248.99,0.554,901,0,0.17,3248.82
me,3248.99,3249.1,0.769,901,1,0.11,0.0
a,3249.1,3249.15,1.0,901,2,0.05,0.0
god,3249.15,3249.43,0.462,901,3,0.28,0.0
damn,3249.43,3249.6,0.306,901,4,0.17,0.0
foot,3249.6,3249.86,0.194,901,5,0.26,0.0
posts,3249.86,3250.15,0.256,901,6,0.29,0.0
are,3250.15,3250.29,0.503,901,7,0.14,0.0
still,3250.29,3250.53,0.835,901,8,0.24,0.0
make,3250.53,3250.74,0.913,901,9,0.21,0.0
money,3250.74,3251.19,0.884,901,10,0.45,0.0
you,3251.32,3251.45,0.633,901,11,0.13,0.13
know,3251.45,3251.55,0.633,901,12,0.1,0.0
semi,3251.55,3251.93,0.49,901,13,0.38,0.0
assistance,3251.93,3252.56,0.081,901,14,0.63,0.0
in,3252.56,3252.62,0.359,901,15,0.06,0.0
that,3252.62,3252.84,0.876,901,16,0.22,0.0
not,3252.84,3253.03,0.17,901,17,0.19,0.0
accuse,3253.03,3253.49,0.434,901,18,0.46,0.0
you,3254.33,3254.43,0.469,902,0,0.1,3254.33
into,3254.43,3254.64,0.173,902,1,0.21,0.0
a,3254.64,3254.68,0.432,902,2,0.04,0.0
full,3254.68,3254.86,0.399,902,3,0.18,0.0
post,3254.86,3255.28,0.972,902,4,0.42,0.0
major,3255.65,3256.27,0.047,902,5,0.62,0.37
comeback,3256.27,3256.68,0.334,902,6,0.41,0.0
asked,3256.68,3256.96,0.208,902,7,0.28,0.0
me,3256.96,3257.04,0.679,902,8,0.08,0.0
where,3257.04,3257.2799999999997,0.663,902,9,0.24,0.0
I,3257.2799999999997,3257.36,1.0,902,10,0.08,0.0
don't,3257.36,3257.71,1.0,902,11,0.35,0.0
wanna,3257.71,3258.0,0.487,902,12,0.29,0.0
go,3258.0,3258.25,0.932,902,13,0.25,0.0
and,3258.89,3259.04,0.826,903,0,0.15,3258.89
yes,3259.04,3259.38,0.141,903,1,0.34,0.0
you,3259.38,3259.46,0.265,903,2,0.08,0.0
might,3259.46,3259.7,0.1,903,3,0.24,0.0
want,3259.7,3259.84,0.119,903,4,0.14,0.0
to,3259.84,3259.9,0.647,903,5,0.06,0.0
make,3259.9,3260.21,1.0,903,6,0.31,0.0
sure,3260.21,3260.5299999999997,1.0,903,7,0.32,0.0
our,3260.5299999999997,3260.7200000000003,0.63,903,8,0.19,0.0
land,3260.7200000000003,3261.19,0.288,903,9,0.47,0.0
okay,3261.19,3261.7,0.075,903,10,0.51,0.0
not,3262.71,3262.94,0.516,904,0,0.23,3262.71
telling,3262.94,3263.27,0.341,904,1,0.33,0.0
I,3263.77,3263.91,0.143,904,2,0.14,0.5
don't,3263.91,3264.06,0.143,904,3,0.15,0.0
want,3264.06,3264.2,0.131,904,4,0.14,0.0
no,3264.2,3264.3,0.83,904,5,0.1,0.0
****,3264.3,3264.65,0.368,904,6,0.35,0.0
papers,3264.65,3265.16,0.684,904,7,0.51,0.0
no,3266.34,3266.62,0.658,906,0,0.28,3266.34
off,3266.65,3266.96,0.244,906,1,0.31,0.03
issue,3266.96,3267.49,0.235,906,2,0.53,0.0
setma,3268.0299999999997,3268.41,0.062,907,0,0.38,3268.03
black,3268.41,3268.73,0.879,907,1,0.32,0.0
as,3268.73,3268.95,0.692,907,2,0.22,0.0
us,3268.95,3269.21,0.358,907,3,0.26,0.0
on,3269.21,3269.38,0.472,907,4,0.17,0.0
the,3269.38,3269.48,0.6,907,5,0.1,0.0
meet,3269.48,3269.68,0.071,907,6,0.2,0.0
Lisa,3269.68,3270.17,0.222,907,7,0.49,0.0
pawnshop,3270.81,3271.4,0.375,907,8,0.59,0.64
unit,3271.4,3271.76,0.888,907,9,0.36,0.0
dnmt,3271.84,3272.87,0.236,907,10,1.03,0.08
